location,Basilej
lat,47.54694
lon,7.56892
asl,283.697
variable,Shortwave Radiation
unit,W/m²
level,sfc
resolution,hourly
aggregation,None
timestamp,Basilej Shortwave Radiation
20101127T1500,117.479996
20101127T1600,31.15
20101127T1700,4.45
20101127T1800,0.0
20101127T1900,0.0
20101127T2000,0.0
20101127T2100,0.0
20101127T2200,0.0
20101127T2300,0.0
20101128T0000,0.0
20101128T0100,0.0
20101128T0200,0.0
20101128T0300,0.0
20101128T0400,0.0
20101128T0500,0.0
20101128T0600,0.0
20101128T0700,0.0
20101128T0800,0.0
20101128T0900,67.64
20101128T1000,188.68
20101128T1100,275.9
20101128T1200,347.99
20101128T1300,347.1
20101128T1400,293.69998
20101128T1500,235.84999
20101128T1600,146.84999
20101128T1700,26.699999
20101128T1800,0.0
20101128T1900,0.0
20101128T2000,0.0
20101128T2100,0.0
20101128T2200,0.0
20101128T2300,0.0
20101129T0000,0.0
20101129T0100,0.0
20101129T0200,0.0
20101129T0300,0.0
20101129T0400,0.0
20101129T0500,0.0
20101129T0600,0.0
20101129T0700,0.0
20101129T0800,0.0
20101129T0900,66.75
20101129T1000,172.66
20101129T1100,147.73999
20101129T1200,193.12999
20101129T1300,245.64
20101129T1400,198.47
20101129T1500,131.72
20101129T1600,89.89
20101129T1700,25.81
20101129T1800,0.0
20101129T1900,0.0
20101129T2000,0.0
20101129T2100,0.0
20101129T2200,0.0
20101129T2300,0.0
20101130T0000,0.0
20101130T0100,0.0
20101130T0200,0.0
20101130T0300,0.0
20101130T0400,0.0
20101130T0500,0.0
20101130T0600,0.0
20101130T0700,0.0
20101130T0800,0.0
20101130T0900,65.86
20101130T1000,194.02
20101130T1100,294.59
20101130T1200,353.33
20101130T1300,367.57
20101130T1400,333.75
20101130T1500,263.44
20101130T1600,136.17
20101130T1700,24.92
20101130T1800,0.0
20101130T1900,0.0
20101130T2000,0.0
20101130T2100,0.0
20101130T2200,0.0
20101130T2300,0.0
20101201T0000,0.0
20101201T0100,0.0
20101201T0200,0.0
20101201T0300,0.0
20101201T0400,0.0
20101201T0500,0.0
20101201T0600,0.0
20101201T0700,0.0
20101201T0800,0.0
20101201T0900,48.95
20101201T1000,119.259995
20101201T1100,163.76
20101201T1200,183.34
20101201T1300,181.56
20101201T1400,73.869995
20101201T1500,57.85
20101201T1600,69.42
20101201T1700,8.9
20101201T1800,0.0
20101201T1900,0.0
20101201T2000,0.0
20101201T2100,0.0
20101201T2200,0.0
20101201T2300,0.0
20101202T0000,0.0
20101202T0100,0.0
20101202T0200,0.0
20101202T0300,0.0
20101202T0400,0.0
20101202T0500,0.0
20101202T0600,0.0
20101202T0700,0.0
20101202T0800,0.0
20101202T0900,62.3
20101202T1000,194.91
20101202T1100,292.81
20101202T1200,347.99
20101202T1300,359.56
20101202T1400,323.96
20101202T1500,248.31
20101202T1600,124.6
20101202T1700,19.58
20101202T1800,0.0
20101202T1900,0.0
20101202T2000,0.0
20101202T2100,0.0
20101202T2200,0.0
20101202T2300,0.0
20101203T0000,0.0
20101203T0100,0.0
20101203T0200,0.0
20101203T0300,0.0
20101203T0400,0.0
20101203T0500,0.0
20101203T0600,0.0
20101203T0700,0.0
20101203T0800,0.0
20101203T0900,52.51
20101203T1000,188.68
20101203T1100,284.8
20101203T1200,344.43
20101203T1300,357.78
20101203T1400,304.38
20101203T1500,245.64
20101203T1600,144.18
20101203T1700,23.14
20101203T1800,0.0
20101203T1900,0.0
20101203T2000,0.0
20101203T2100,0.0
20101203T2200,0.0
20101203T2300,0.0
20101204T0000,0.0
20101204T0100,0.0
20101204T0200,0.0
20101204T0300,0.0
20101204T0400,0.0
20101204T0500,0.0
20101204T0600,0.0
20101204T0700,0.0
20101204T0800,0.0
20101204T0900,49.84
20101204T1000,165.54
20101204T1100,244.75
20101204T1200,334.63998
20101204T1300,352.44
20101204T1400,322.18
20101204T1500,251.87
20101204T1600,142.4
20101204T1700,23.14
20101204T1800,0.0
20101204T1900,0.0
20101204T2000,0.0
20101204T2100,0.0
20101204T2200,0.0
20101204T2300,0.0
20101205T0000,0.0
20101205T0100,0.0
20101205T0200,0.0
20101205T0300,0.0
20101205T0400,0.0
20101205T0500,0.0
20101205T0600,0.0
20101205T0700,0.0
20101205T0800,0.0
20101205T0900,24.92
20101205T1000,81.88
20101205T1100,110.36
20101205T1200,89.89
20101205T1300,76.54
20101205T1400,77.43
20101205T1500,56.07
20101205T1600,36.489998
20101205T1700,5.34
20101205T1800,0.0
20101205T1900,0.0
20101205T2000,0.0
20101205T2100,0.0
20101205T2200,0.0
20101205T2300,0.0
20101206T0000,0.0
20101206T0100,0.0
20101206T0200,0.0
20101206T0300,0.0
20101206T0400,0.0
20101206T0500,0.0
20101206T0600,0.0
20101206T0700,0.0
20101206T0800,0.0
20101206T0900,5.34
20101206T1000,10.68
20101206T1100,14.24
20101206T1200,33.82
20101206T1300,74.76
20101206T1400,59.629997
20101206T1500,49.84
20101206T1600,31.15
20101206T1700,4.45
20101206T1800,0.0
20101206T1900,0.0
20101206T2000,0.0
20101206T2100,0.0
20101206T2200,0.0
20101206T2300,0.0
20101207T0000,0.0
20101207T0100,0.0
20101207T0200,0.0
20101207T0300,0.0
20101207T0400,0.0
20101207T0500,0.0
20101207T0600,0.0
20101207T0700,0.0
20101207T0800,0.0
20101207T0900,46.28
20101207T1000,168.20999
20101207T1100,230.51
20101207T1200,284.8
20101207T1300,218.05
20101207T1400,185.12
20101207T1500,93.45
20101207T1600,40.94
20101207T1700,2.67
20101207T1800,0.0
20101207T1900,0.0
20101207T2000,0.0
20101207T2100,0.0
20101207T2200,0.0
20101207T2300,0.0
20101208T0000,0.0
20101208T0100,0.0
20101208T0200,0.0
20101208T0300,0.0
20101208T0400,0.0
20101208T0500,0.0
20101208T0600,0.0
20101208T0700,0.0
20101208T0800,0.0
20101208T0900,21.36
20101208T1000,40.05
20101208T1100,72.09
20101208T1200,198.47
20101208T1300,331.08
20101208T1400,134.39
20101208T1500,120.15
20101208T1600,93.45
20101208T1700,14.24
20101208T1800,0.0
20101208T1900,0.0
20101208T2000,0.0
20101208T2100,0.0
20101208T2200,0.0
20101208T2300,0.0
20101209T0000,0.0
20101209T0100,0.0
20101209T0200,0.0
20101209T0300,0.0
20101209T0400,0.0
20101209T0500,0.0
20101209T0600,0.0
20101209T0700,0.0
20101209T0800,0.0
20101209T0900,39.16
20101209T1000,161.98
20101209T1100,259.88
20101209T1200,321.29
20101209T1300,339.09
20101209T1400,308.83
20101209T1500,236.73999
20101209T1600,138.84
20101209T1700,19.58
20101209T1800,0.0
20101209T1900,0.0
20101209T2000,0.0
20101209T2100,0.0
20101209T2200,0.0
20101209T2300,0.0
20101210T0000,0.0
20101210T0100,0.0
20101210T0200,0.0
20101210T0300,0.0
20101210T0400,0.0
20101210T0500,0.0
20101210T0600,0.0
20101210T0700,0.0
20101210T0800,0.0
20101210T0900,34.71
20101210T1000,92.56
20101210T1100,97.9
20101210T1200,116.59
20101210T1300,151.3
20101210T1400,185.12
20101210T1500,148.63
20101210T1600,104.13
20101210T1700,16.91
20101210T1800,0.0
20101210T1900,0.0
20101210T2000,0.0
20101210T2100,0.0
20101210T2200,0.0
20101210T2300,0.0
20101211T0000,0.0
20101211T0100,0.0
20101211T0200,0.0
20101211T0300,0.0
20101211T0400,0.0
20101211T0500,0.0
20101211T0600,0.0
20101211T0700,0.0
20101211T0800,0.0
20101211T0900,24.029999
20101211T1000,93.45
20101211T1100,164.65
20101211T1200,244.75
20101211T1300,322.18
20101211T1400,289.25
20101211T1500,225.17
20101211T1600,129.05
20101211T1700,18.69
20101211T1800,0.0
20101211T1900,0.0
20101211T2000,0.0
20101211T2100,0.0
20101211T2200,0.0
20101211T2300,0.0
20101212T0000,0.0
20101212T0100,0.0
20101212T0200,0.0
20101212T0300,0.0
20101212T0400,0.0
20101212T0500,0.0
20101212T0600,0.0
20101212T0700,0.0
20101212T0800,0.0
20101212T0900,32.93
20101212T1000,143.29
20101212T1100,234.95999
20101212T1200,300.82
20101212T1300,212.70999
20101212T1400,216.26999
20101212T1500,220.72
20101212T1600,128.16
20101212T1700,19.58
20101212T1800,0.0
20101212T1900,0.0
20101212T2000,0.0
20101212T2100,0.0
20101212T2200,0.0
20101212T2300,0.0
20101213T0000,0.0
20101213T0100,0.0
20101213T0200,0.0
20101213T0300,0.0
20101213T0400,0.0
20101213T0500,0.0
20101213T0600,0.0
20101213T0700,0.0
20101213T0800,0.0
20101213T0900,14.24
20101213T1000,64.08
20101213T1100,136.17
20101213T1200,231.4
20101213T1300,310.61
20101213T1400,313.28
20101213T1500,241.19
20101213T1600,131.72
20101213T1700,18.69
20101213T1800,0.0
20101213T1900,0.0
20101213T2000,0.0
20101213T2100,0.0
20101213T2200,0.0
20101213T2300,0.0
20101214T0000,0.0
20101214T0100,0.0
20101214T0200,0.0
20101214T0300,0.0
20101214T0400,0.0
20101214T0500,0.0
20101214T0600,0.0
20101214T0700,0.0
20101214T0800,0.0
20101214T0900,31.15
20101214T1000,137.95
20101214T1100,226.95
20101214T1200,284.8
20101214T1300,313.28
20101214T1400,221.61
20101214T1500,145.06999
20101214T1600,134.39
20101214T1700,18.69
20101214T1800,0.0
20101214T1900,0.0
20101214T2000,0.0
20101214T2100,0.0
20101214T2200,0.0
20101214T2300,0.0
20101215T0000,0.0
20101215T0100,0.0
20101215T0200,0.0
20101215T0300,0.0
20101215T0400,0.0
20101215T0500,0.0
20101215T0600,0.0
20101215T0700,0.0
20101215T0800,0.0
20101215T0900,16.91
20101215T1000,120.15
20101215T1100,231.4
20101215T1200,293.69998
20101215T1300,328.41
20101215T1400,295.47998
20101215T1500,241.19
20101215T1600,133.5
20101215T1700,16.02
20101215T1800,0.0
20101215T1900,0.0
20101215T2000,0.0
20101215T2100,0.0
20101215T2200,0.0
20101215T2300,0.0
20101216T0000,0.0
20101216T0100,0.0
20101216T0200,0.0
20101216T0300,0.0
20101216T0400,0.0
20101216T0500,0.0
20101216T0600,0.0
20101216T0700,0.0
20101216T0800,0.0
20101216T0900,31.15
20101216T1000,153.97
20101216T1100,256.32
20101216T1200,322.18
20101216T1300,304.38
20101216T1400,265.22
20101216T1500,223.39
20101216T1600,88.11
20101216T1700,10.68
20101216T1800,0.0
20101216T1900,0.0
20101216T2000,0.0
20101216T2100,0.0
20101216T2200,0.0
20101216T2300,0.0
20101217T0000,0.0
20101217T0100,0.0
20101217T0200,0.0
20101217T0300,0.0
20101217T0400,0.0
20101217T0500,0.0
20101217T0600,0.0
20101217T0700,0.0
20101217T0800,0.0
20101217T0900,5.34
20101217T1000,40.05
20101217T1100,101.46
20101217T1200,276.79
20101217T1300,277.68
20101217T1400,288.36
20101217T1500,239.41
20101217T1600,124.6
20101217T1700,17.8
20101217T1800,0.0
20101217T1900,0.0
20101217T2000,0.0
20101217T2100,0.0
20101217T2200,0.0
20101217T2300,0.0
20101218T0000,0.0
20101218T0100,0.0
20101218T0200,0.0
20101218T0300,0.0
20101218T0400,0.0
20101218T0500,0.0
20101218T0600,0.0
20101218T0700,0.0
20101218T0800,0.0
20101218T0900,28.48
20101218T1000,147.73999
20101218T1100,242.08
20101218T1200,310.61
20101218T1300,257.21
20101218T1400,156.64
20101218T1500,197.58
20101218T1600,139.73
20101218T1700,21.36
20101218T1800,0.0
20101218T1900,0.0
20101218T2000,0.0
20101218T2100,0.0
20101218T2200,0.0
20101218T2300,0.0
20101219T0000,0.0
20101219T0100,0.0
20101219T0200,0.0
20101219T0300,0.0
20101219T0400,0.0
20101219T0500,0.0
20101219T0600,0.0
20101219T0700,0.0
20101219T0800,0.0
20101219T0900,22.25
20101219T1000,132.61
20101219T1100,221.61
20101219T1200,126.38
20101219T1300,161.09
20101219T1400,216.26999
20101219T1500,95.229996
20101219T1600,72.979996
20101219T1700,8.9
20101219T1800,0.0
20101219T1900,0.0
20101219T2000,0.0
20101219T2100,0.0
20101219T2200,0.0
20101219T2300,0.0
20101220T0000,0.0
20101220T0100,0.0
20101220T0200,0.0
20101220T0300,0.0
20101220T0400,0.0
20101220T0500,0.0
20101220T0600,0.0
20101220T0700,0.0
20101220T0800,0.0
20101220T0900,9.79
20101220T1000,51.62
20101220T1100,127.27
20101220T1200,230.51
20101220T1300,226.95
20101220T1400,209.15
20101220T1500,105.02
20101220T1600,47.17
20101220T1700,14.24
20101220T1800,0.0
20101220T1900,0.0
20101220T2000,0.0
20101220T2100,0.0
20101220T2200,0.0
20101220T2300,0.0
20101221T0000,0.0
20101221T0100,0.0
20101221T0200,0.0
20101221T0300,0.0
20101221T0400,0.0
20101221T0500,0.0
20101221T0600,0.0
20101221T0700,0.0
20101221T0800,0.0
20101221T0900,17.8
20101221T1000,95.229996
20101221T1100,105.909996
20101221T1200,102.35
20101221T1300,68.53
20101221T1400,113.92
20101221T1500,89.0
20101221T1600,83.659996
20101221T1700,11.57
20101221T1800,0.0
20101221T1900,0.0
20101221T2000,0.0
20101221T2100,0.0
20101221T2200,0.0
20101221T2300,0.0
20101222T0000,0.0
20101222T0100,0.0
20101222T0200,0.0
20101222T0300,0.0
20101222T0400,0.0
20101222T0500,0.0
20101222T0600,0.0
20101222T0700,0.0
20101222T0800,0.0
20101222T0900,4.45
20101222T1000,32.04
20101222T1100,55.18
20101222T1200,94.34
20101222T1300,165.54
20101222T1400,268.78
20101222T1500,239.41
20101222T1600,138.84
20101222T1700,24.029999
20101222T1800,0.0
20101222T1900,0.0
20101222T2000,0.0
20101222T2100,0.0
20101222T2200,0.0
20101222T2300,0.0
20101223T0000,0.0
20101223T0100,0.0
20101223T0200,0.0
20101223T0300,0.0
20101223T0400,0.0
20101223T0500,0.0
20101223T0600,0.0
20101223T0700,0.0
20101223T0800,0.0
20101223T0900,8.9
20101223T1000,136.17
20101223T1100,233.18
20101223T1200,144.18
20101223T1300,165.54
20101223T1400,201.14
20101223T1500,218.05
20101223T1600,130.83
20101223T1700,24.029999
20101223T1800,0.0
20101223T1900,0.0
20101223T2000,0.0
20101223T2100,0.0
20101223T2200,0.0
20101223T2300,0.0
20101224T0000,0.0
20101224T0100,0.0
20101224T0200,0.0
20101224T0300,0.0
20101224T0400,0.0
20101224T0500,0.0
20101224T0600,0.0
20101224T0700,0.0
20101224T0800,0.0
20101224T0900,2.67
20101224T1000,18.69
20101224T1100,36.489998
20101224T1200,37.38
20101224T1300,51.62
20101224T1400,58.739998
20101224T1500,48.059998
20101224T1600,28.48
20101224T1700,5.34
20101224T1800,0.0
20101224T1900,0.0
20101224T2000,0.0
20101224T2100,0.0
20101224T2200,0.0
20101224T2300,0.0
20101225T0000,0.0
20101225T0100,0.0
20101225T0200,0.0
20101225T0300,0.0
20101225T0400,0.0
20101225T0500,0.0
20101225T0600,0.0
20101225T0700,0.0
20101225T0800,0.0
20101225T0900,16.02
20101225T1000,103.24
20101225T1100,207.37
20101225T1200,258.1
20101225T1300,257.21
20101225T1400,202.03
20101225T1500,150.41
20101225T1600,75.65
20101225T1700,14.24
20101225T1800,0.0
20101225T1900,0.0
20101225T2000,0.0
20101225T2100,0.0
20101225T2200,0.0
20101225T2300,0.0
20101226T0000,0.0
20101226T0100,0.0
20101226T0200,0.0
20101226T0300,0.0
20101226T0400,0.0
20101226T0500,0.0
20101226T0600,0.0
20101226T0700,0.0
20101226T0800,0.0
20101226T0900,23.14
20101226T1000,141.51
20101226T1100,245.64
20101226T1200,313.28
20101226T1300,337.31
20101226T1400,315.06
20101226T1500,247.42
20101226T1600,141.51
20101226T1700,24.92
20101226T1800,0.0
20101226T1900,0.0
20101226T2000,0.0
20101226T2100,0.0
20101226T2200,0.0
20101226T2300,0.0
20101227T0000,0.0
20101227T0100,0.0
20101227T0200,0.0
20101227T0300,0.0
20101227T0400,0.0
20101227T0500,0.0
20101227T0600,0.0
20101227T0700,0.0
20101227T0800,0.0
20101227T0900,24.92
20101227T1000,146.84999
20101227T1100,226.95
20101227T1200,275.01
20101227T1300,297.26
20101227T1400,241.19
20101227T1500,204.7
20101227T1600,146.84999
20101227T1700,30.26
20101227T1800,0.0
20101227T1900,0.0
20101227T2000,0.0
20101227T2100,0.0
20101227T2200,0.0
20101227T2300,0.0
20101228T0000,0.0
20101228T0100,0.0
20101228T0200,0.0
20101228T0300,0.0
20101228T0400,0.0
20101228T0500,0.0
20101228T0600,0.0
20101228T0700,0.0
20101228T0800,0.0
20101228T0900,19.58
20101228T1000,90.78
20101228T1100,135.28
20101228T1200,145.95999
20101228T1300,209.15
20101228T1400,192.23999
20101228T1500,115.7
20101228T1600,68.53
20101228T1700,16.02
20101228T1800,0.0
20101228T1900,0.0
20101228T2000,0.0
20101228T2100,0.0
20101228T2200,0.0
20101228T2300,0.0
20101229T0000,0.0
20101229T0100,0.0
20101229T0200,0.0
20101229T0300,0.0
20101229T0400,0.0
20101229T0500,0.0
20101229T0600,0.0
20101229T0700,0.0
20101229T0800,0.0
20101229T0900,9.79
20101229T1000,71.2
20101229T1100,210.04
20101229T1200,218.05
20101229T1300,182.45
20101229T1400,152.19
20101229T1500,118.369995
20101229T1600,70.31
20101229T1700,14.24
20101229T1800,0.0
20101229T1900,0.0
20101229T2000,0.0
20101229T2100,0.0
20101229T2200,0.0
20101229T2300,0.0
20101230T0000,0.0
20101230T0100,0.0
20101230T0200,0.0
20101230T0300,0.0
20101230T0400,0.0
20101230T0500,0.0
20101230T0600,0.0
20101230T0700,0.0
20101230T0800,0.0
20101230T0900,19.58
20101230T1000,139.73
20101230T1100,245.64
20101230T1200,311.5
20101230T1300,335.53
20101230T1400,317.72998
20101230T1500,255.43
20101230T1600,154.86
20101230T1700,32.93
20101230T1800,0.0
20101230T1900,0.0
20101230T2000,0.0
20101230T2100,0.0
20101230T2200,0.0
20101230T2300,0.0
20101231T0000,0.0
20101231T0100,0.0
20101231T0200,0.0
20101231T0300,0.0
20101231T0400,0.0
20101231T0500,0.0
20101231T0600,0.0
20101231T0700,0.0
20101231T0800,0.0
20101231T0900,18.69
20101231T1000,113.92
20101231T1100,216.26999
20101231T1200,306.16
20101231T1300,334.63998
20101231T1400,314.16998
20101231T1500,249.2
20101231T1600,146.84999
20101231T1700,30.26
20101231T1800,0.0
20101231T1900,0.0
20101231T2000,0.0
20101231T2100,0.0
20101231T2200,0.0
20101231T2300,0.0
20110101T0000,0.0
20110101T0100,0.0
20110101T0200,0.0
20110101T0300,0.0
20110101T0400,0.0
20110101T0500,0.0
20110101T0600,0.0
20110101T0700,0.0
20110101T0800,0.0
20110101T0900,19.58
20110101T1000,132.61
20110101T1100,235.84999
20110101T1200,304.38
20110101T1300,330.19
20110101T1400,309.72
20110101T1500,246.53
20110101T1600,145.95999
20110101T1700,31.15
20110101T1800,0.0
20110101T1900,0.0
20110101T2000,0.0
20110101T2100,0.0
20110101T2200,0.0
20110101T2300,0.0
20110102T0000,0.0
20110102T0100,0.0
20110102T0200,0.0
20110102T0300,0.0
20110102T0400,0.0
20110102T0500,0.0
20110102T0600,0.0
20110102T0700,0.0
20110102T0800,0.0
20110102T0900,13.349999
20110102T1000,81.88
20110102T1100,175.33
20110102T1200,281.24
20110102T1300,333.75
20110102T1400,308.83
20110102T1500,121.93
20110102T1600,73.869995
20110102T1700,25.81
20110102T1800,0.0
20110102T1900,0.0
20110102T2000,0.0
20110102T2100,0.0
20110102T2200,0.0
20110102T2300,0.0
20110103T0000,0.0
20110103T0100,0.0
20110103T0200,0.0
20110103T0300,0.0
20110103T0400,0.0
20110103T0500,0.0
20110103T0600,0.0
20110103T0700,0.0
20110103T0800,0.0
20110103T0900,18.69
20110103T1000,124.6
20110103T1100,231.4
20110103T1200,316.84
20110103T1300,343.54
20110103T1400,323.96
20110103T1500,258.99
20110103T1600,156.64
20110103T1700,36.489998
20110103T1800,0.0
20110103T1900,0.0
20110103T2000,0.0
20110103T2100,0.0
20110103T2200,0.0
20110103T2300,0.0
20110104T0000,0.0
20110104T0100,0.0
20110104T0200,0.0
20110104T0300,0.0
20110104T0400,0.0
20110104T0500,0.0
20110104T0600,0.0
20110104T0700,0.0
20110104T0800,0.0
20110104T0900,23.14
20110104T1000,145.95999
20110104T1100,253.65
20110104T1200,322.18
20110104T1300,347.1
20110104T1400,323.96
20110104T1500,259.88
20110104T1600,145.95999
20110104T1700,33.82
20110104T1800,0.0
20110104T1900,0.0
20110104T2000,0.0
20110104T2100,0.0
20110104T2200,0.0
20110104T2300,0.0
20110105T0000,0.0
20110105T0100,0.0
20110105T0200,0.0
20110105T0300,0.0
20110105T0400,0.0
20110105T0500,0.0
20110105T0600,0.0
20110105T0700,0.0
20110105T0800,0.0
20110105T0900,21.36
20110105T1000,136.17
20110105T1100,250.98
20110105T1200,323.07
20110105T1300,349.77
20110105T1400,330.19
20110105T1500,268.78
20110105T1600,168.20999
20110105T1700,44.5
20110105T1800,0.0
20110105T1900,0.0
20110105T2000,0.0
20110105T2100,0.0
20110105T2200,0.0
20110105T2300,0.0
20110106T0000,0.0
20110106T0100,0.0
20110106T0200,0.0
20110106T0300,0.0
20110106T0400,0.0
20110106T0500,0.0
20110106T0600,0.0
20110106T0700,0.0
20110106T0800,0.0
20110106T0900,7.12
20110106T1000,48.059998
20110106T1100,72.09
20110106T1200,98.79
20110106T1300,185.12
20110106T1400,138.84
20110106T1500,105.02
20110106T1600,120.15
20110106T1700,29.369999
20110106T1800,0.0
20110106T1900,0.0
20110106T2000,0.0
20110106T2100,0.0
20110106T2200,0.0
20110106T2300,0.0
20110107T0000,0.0
20110107T0100,0.0
20110107T0200,0.0
20110107T0300,0.0
20110107T0400,0.0
20110107T0500,0.0
20110107T0600,0.0
20110107T0700,0.0
20110107T0800,0.0
20110107T0900,1.78
20110107T1000,29.369999
20110107T1100,69.42
20110107T1200,51.62
20110107T1300,121.93
20110107T1400,108.58
20110107T1500,97.01
20110107T1600,43.61
20110107T1700,10.68
20110107T1800,0.0
20110107T1900,0.0
20110107T2000,0.0
20110107T2100,0.0
20110107T2200,0.0
20110107T2300,0.0
20110108T0000,0.0
20110108T0100,0.0
20110108T0200,0.0
20110108T0300,0.0
20110108T0400,0.0
20110108T0500,0.0
20110108T0600,0.0
20110108T0700,0.0
20110108T0800,0.0
20110108T0900,11.57
20110108T1000,57.85
20110108T1100,224.28
20110108T1200,311.5
20110108T1300,339.09
20110108T1400,324.85
20110108T1500,269.66998
20110108T1600,166.43
20110108T1700,36.489998
20110108T1800,0.0
20110108T1900,0.0
20110108T2000,0.0
20110108T2100,0.0
20110108T2200,0.0
20110108T2300,0.0
20110109T0000,0.0
20110109T0100,0.0
20110109T0200,0.0
20110109T0300,0.0
20110109T0400,0.0
20110109T0500,0.0
20110109T0600,0.0
20110109T0700,0.0
20110109T0800,0.0
20110109T0900,6.23
20110109T1000,33.82
20110109T1100,49.84
20110109T1200,62.3
20110109T1300,52.51
20110109T1400,42.72
20110109T1500,57.85
20110109T1600,42.72
20110109T1700,9.79
20110109T1800,0.0
20110109T1900,0.0
20110109T2000,0.0
20110109T2100,0.0
20110109T2200,0.0
20110109T2300,0.0
20110110T0000,0.0
20110110T0100,0.0
20110110T0200,0.0
20110110T0300,0.0
20110110T0400,0.0
20110110T0500,0.0
20110110T0600,0.0
20110110T0700,0.0
20110110T0800,0.0
20110110T0900,14.24
20110110T1000,89.0
20110110T1100,200.25
20110110T1200,259.88
20110110T1300,277.68
20110110T1400,265.22
20110110T1500,221.61
20110110T1600,132.61
20110110T1700,26.699999
20110110T1800,0.0
20110110T1900,0.0
20110110T2000,0.0
20110110T2100,0.0
20110110T2200,0.0
20110110T2300,0.0
20110111T0000,0.0
20110111T0100,0.0
20110111T0200,0.0
20110111T0300,0.0
20110111T0400,0.0
20110111T0500,0.0
20110111T0600,0.0
20110111T0700,0.0
20110111T0800,0.0
20110111T0900,28.48
20110111T1000,154.86
20110111T1100,263.44
20110111T1200,317.72998
20110111T1300,208.26
20110111T1400,40.05
20110111T1500,25.81
20110111T1600,45.39
20110111T1700,32.04
20110111T1800,0.0
20110111T1900,0.0
20110111T2000,0.0
20110111T2100,0.0
20110111T2200,0.0
20110111T2300,0.0
20110112T0000,0.0
20110112T0100,0.0
20110112T0200,0.0
20110112T0300,0.0
20110112T0400,0.0
20110112T0500,0.0
20110112T0600,0.0
20110112T0700,0.0
20110112T0800,0.0
20110112T0900,21.36
20110112T1000,112.14
20110112T1100,149.52
20110112T1200,223.39
20110112T1300,233.18
20110112T1400,111.25
20110112T1500,74.76
20110112T1600,80.1
20110112T1700,19.58
20110112T1800,0.0
20110112T1900,0.0
20110112T2000,0.0
20110112T2100,0.0
20110112T2200,0.0
20110112T2300,0.0
20110113T0000,0.0
20110113T0100,0.0
20110113T0200,0.0
20110113T0300,0.0
20110113T0400,0.0
20110113T0500,0.0
20110113T0600,0.0
20110113T0700,0.0
20110113T0800,0.0
20110113T0900,3.56
20110113T1000,16.02
20110113T1100,32.04
20110113T1200,66.75
20110113T1300,132.61
20110113T1400,110.36
20110113T1500,126.38
20110113T1600,82.77
20110113T1700,30.26
20110113T1800,0.0
20110113T1900,0.0
20110113T2000,0.0
20110113T2100,0.0
20110113T2200,0.0
20110113T2300,0.0
20110114T0000,0.0
20110114T0100,0.0
20110114T0200,0.0
20110114T0300,0.0
20110114T0400,0.0
20110114T0500,0.0
20110114T0600,0.0
20110114T0700,0.0
20110114T0800,0.0
20110114T0900,27.59
20110114T1000,157.53
20110114T1100,264.33
20110114T1200,328.41
20110114T1300,341.76
20110114T1400,317.72998
20110114T1500,270.56
20110114T1600,181.56
20110114T1700,66.75
20110114T1800,0.0
20110114T1900,0.0
20110114T2000,0.0
20110114T2100,0.0
20110114T2200,0.0
20110114T2300,0.0
20110115T0000,0.0
20110115T0100,0.0
20110115T0200,0.0
20110115T0300,0.0
20110115T0400,0.0
20110115T0500,0.0
20110115T0600,0.0
20110115T0700,0.0
20110115T0800,0.0
20110115T0900,29.369999
20110115T1000,159.31
20110115T1100,265.22
20110115T1200,337.31
20110115T1300,364.00998
20110115T1400,347.99
20110115T1500,294.59
20110115T1600,194.91
20110115T1700,71.2
20110115T1800,0.0
20110115T1900,0.0
20110115T2000,0.0
20110115T2100,0.0
20110115T2200,0.0
20110115T2300,0.0
20110116T0000,0.0
20110116T0100,0.0
20110116T0200,0.0
20110116T0300,0.0
20110116T0400,0.0
20110116T0500,0.0
20110116T0600,0.0
20110116T0700,0.0
20110116T0800,0.0
20110116T0900,28.48
20110116T1000,153.97
20110116T1100,270.56
20110116T1200,350.66
20110116T1300,378.25
20110116T1400,356.88998
20110116T1500,295.47998
20110116T1600,194.91
20110116T1700,68.53
20110116T1800,0.0
20110116T1900,0.0
20110116T2000,0.0
20110116T2100,0.0
20110116T2200,0.0
20110116T2300,0.0
20110117T0000,0.0
20110117T0100,0.0
20110117T0200,0.0
20110117T0300,0.0
20110117T0400,0.0
20110117T0500,0.0
20110117T0600,0.0
20110117T0700,0.0
20110117T0800,0.0
20110117T0900,28.48
20110117T1000,152.19
20110117T1100,261.66
20110117T1200,336.41998
20110117T1300,366.68
20110117T1400,351.55
20110117T1500,291.03
20110117T1600,192.23999
20110117T1700,73.869995
20110117T1800,0.0
20110117T1900,0.0
20110117T2000,0.0
20110117T2100,0.0
20110117T2200,0.0
20110117T2300,0.0
20110118T0000,0.0
20110118T0100,0.0
20110118T0200,0.0
20110118T0300,0.0
20110118T0400,0.0
20110118T0500,0.0
20110118T0600,0.0
20110118T0700,0.0
20110118T0800,0.0
20110118T0900,24.92
20110118T1000,122.82
20110118T1100,211.81999
20110118T1200,318.62
20110118T1300,358.66998
20110118T1400,300.82
20110118T1500,225.17
20110118T1600,129.05
20110118T1700,64.97
20110118T1800,0.0
20110118T1900,0.0
20110118T2000,0.0
20110118T2100,0.0
20110118T2200,0.0
20110118T2300,0.0
20110119T0000,0.0
