location,Basilej
lat,47.54694
lon,7.56892
asl,283.697
variable,Shortwave Radiation
unit,W/m²
level,sfc
resolution,hourly
aggregation,None
timestamp,Basilej Shortwave Radiation
20080126T0300,0.0
20080126T0400,0.0
20080126T0500,0.0
20080126T0600,0.0
20080126T0700,0.0
20080126T0800,0.0
20080126T0900,52.51
20080126T1000,194.02
20080126T1100,307.94
20080126T1200,383.59
20080126T1300,415.63
20080126T1400,404.94998
20080126T1500,347.1
20080126T1600,247.42
20080126T1700,112.14
20080126T1800,5.34
20080126T1900,0.0
20080126T2000,0.0
20080126T2100,0.0
20080126T2200,0.0
20080126T2300,0.0
20080127T0000,0.0
20080127T0100,0.0
20080127T0200,0.0
20080127T0300,0.0
20080127T0400,0.0
20080127T0500,0.0
20080127T0600,0.0
20080127T0700,0.0
20080127T0800,0.0
20080127T0900,55.18
20080127T1000,197.58
20080127T1100,310.61
20080127T1200,385.37
20080127T1300,417.41
20080127T1400,404.94998
20080127T1500,347.1
20080127T1600,248.31
20080127T1700,118.369995
20080127T1800,6.23
20080127T1900,0.0
20080127T2000,0.0
20080127T2100,0.0
20080127T2200,0.0
20080127T2300,0.0
20080128T0000,0.0
20080128T0100,0.0
20080128T0200,0.0
20080128T0300,0.0
20080128T0400,0.0
20080128T0500,0.0
20080128T0600,0.0
20080128T0700,0.0
20080128T0800,0.0
20080128T0900,54.29
20080128T1000,195.8
20080128T1100,309.72
20080128T1200,387.15
20080128T1300,419.19
20080128T1400,405.84
20080128T1500,349.77
20080128T1600,253.65
20080128T1700,124.6
20080128T1800,8.01
20080128T1900,0.0
20080128T2000,0.0
20080128T2100,0.0
20080128T2200,0.0
20080128T2300,0.0
20080129T0000,0.0
20080129T0100,0.0
20080129T0200,0.0
20080129T0300,0.0
20080129T0400,0.0
20080129T0500,0.0
20080129T0600,0.0
20080129T0700,0.0
20080129T0800,0.0
20080129T0900,55.18
20080129T1000,193.12999
20080129T1100,299.04
20080129T1200,349.77
20080129T1300,380.91998
20080129T1400,346.21
20080129T1500,296.37
20080129T1600,210.04
20080129T1700,99.68
20080129T1800,7.12
20080129T1900,0.0
20080129T2000,0.0
20080129T2100,0.0
20080129T2200,0.0
20080129T2300,0.0
20080130T0000,0.0
20080130T0100,0.0
20080130T0200,0.0
20080130T0300,0.0
20080130T0400,0.0
20080130T0500,0.0
20080130T0600,0.0
20080130T0700,0.0
20080130T0800,0.0
20080130T0900,37.38
20080130T1000,181.56
20080130T1100,285.69
20080130T1200,327.52
20080130T1300,129.94
20080130T1400,174.44
20080130T1500,339.97998
20080130T1600,259.88
20080130T1700,129.05
20080130T1800,8.9
20080130T1900,0.0
20080130T2000,0.0
20080130T2100,0.0
20080130T2200,0.0
20080130T2300,0.0
20080131T0000,0.0
20080131T0100,0.0
20080131T0200,0.0
20080131T0300,0.0
20080131T0400,0.0
20080131T0500,0.0
20080131T0600,0.0
20080131T0700,0.0
20080131T0800,0.0
20080131T0900,42.72
20080131T1000,131.72
20080131T1100,228.73
20080131T1200,275.01
20080131T1300,315.94998
20080131T1400,276.79
20080131T1500,365.79
20080131T1600,263.44
20080131T1700,104.13
20080131T1800,8.01
20080131T1900,0.0
20080131T2000,0.0
20080131T2100,0.0
20080131T2200,0.0
20080131T2300,0.0
20080201T0000,0.0
20080201T0100,0.0
20080201T0200,0.0
20080201T0300,0.0
20080201T0400,0.0
20080201T0500,0.0
20080201T0600,0.0
20080201T0700,0.0
20080201T0800,0.0
20080201T0900,50.73
20080201T1000,129.94
20080201T1100,302.6
20080201T1200,394.27
20080201T1300,426.31
20080201T1400,415.63
20080201T1500,353.33
20080201T1600,242.97
20080201T1700,136.17
20080201T1800,12.46
20080201T1900,0.0
20080201T2000,0.0
20080201T2100,0.0
20080201T2200,0.0
20080201T2300,0.0
20080202T0000,0.0
20080202T0100,0.0
20080202T0200,0.0
20080202T0300,0.0
20080202T0400,0.0
20080202T0500,0.0
20080202T0600,0.0
20080202T0700,0.0
20080202T0800,0.0
20080202T0900,60.52
20080202T1000,208.26
20080202T1100,315.94998
20080202T1200,393.38
20080202T1300,444.11
20080202T1400,432.53998
20080202T1500,372.91
20080202T1600,270.56
20080202T1700,137.95
20080202T1800,13.349999
20080202T1900,0.0
20080202T2000,0.0
20080202T2100,0.0
20080202T2200,0.0
20080202T2300,0.0
20080203T0000,0.0
20080203T0100,0.0
20080203T0200,0.0
20080203T0300,0.0
20080203T0400,0.0
20080203T0500,0.0
20080203T0600,0.0
20080203T0700,0.0
20080203T0800,0.0
20080203T0900,70.31
20080203T1000,215.37999
20080203T1100,335.53
20080203T1200,416.52
20080203T1300,449.44998
20080203T1400,437.88
20080203T1500,379.13998
20080203T1600,275.9
20080203T1700,142.4
20080203T1800,15.13
20080203T1900,0.0
20080203T2000,0.0
20080203T2100,0.0
20080203T2200,0.0
20080203T2300,0.0
20080204T0000,0.0
20080204T0100,0.0
20080204T0200,0.0
20080204T0300,0.0
20080204T0400,0.0
20080204T0500,0.0
20080204T0600,0.0
20080204T0700,0.0
20080204T0800,0.0
20080204T0900,5.34
20080204T1000,17.8
20080204T1100,79.21
20080204T1200,275.01
20080204T1300,194.02
20080204T1400,134.39
20080204T1500,193.12999
20080204T1600,136.17
20080204T1700,79.21
20080204T1800,10.68
20080204T1900,0.0
20080204T2000,0.0
20080204T2100,0.0
20080204T2200,0.0
20080204T2300,0.0
20080205T0000,0.0
20080205T0100,0.0
20080205T0200,0.0
20080205T0300,0.0
20080205T0400,0.0
20080205T0500,0.0
20080205T0600,0.0
20080205T0700,0.0
20080205T0800,0.0
20080205T0900,62.3
20080205T1000,208.26
20080205T1100,298.15
20080205T1200,318.62
20080205T1300,263.44
20080205T1400,104.13
20080205T1500,21.36
20080205T1600,35.6
20080205T1700,39.16
20080205T1800,3.56
20080205T1900,0.0
20080205T2000,0.0
20080205T2100,0.0
20080205T2200,0.0
20080205T2300,0.0
20080206T0000,0.0
20080206T0100,0.0
20080206T0200,0.0
20080206T0300,0.0
20080206T0400,0.0
20080206T0500,0.0
20080206T0600,0.0
20080206T0700,0.0
20080206T0800,0.0
20080206T0900,81.88
20080206T1000,217.16
20080206T1100,332.86
20080206T1200,387.15
20080206T1300,169.98999
20080206T1400,142.4
20080206T1500,125.49
20080206T1600,129.94
20080206T1700,105.909996
20080206T1800,15.13
20080206T1900,0.0
20080206T2000,0.0
20080206T2100,0.0
20080206T2200,0.0
20080206T2300,0.0
20080207T0000,0.0
20080207T0100,0.0
20080207T0200,0.0
20080207T0300,0.0
20080207T0400,0.0
20080207T0500,0.0
20080207T0600,0.0
20080207T0700,0.0
20080207T0800,0.0
20080207T0900,44.5
20080207T1000,128.16
20080207T1100,226.06
20080207T1200,339.09
20080207T1300,404.06
20080207T1400,427.19998
20080207T1500,390.71
20080207T1600,289.25
20080207T1700,157.53
20080207T1800,23.14
20080207T1900,0.0
20080207T2000,0.0
20080207T2100,0.0
20080207T2200,0.0
20080207T2300,0.0
20080208T0000,0.0
20080208T0100,0.0
20080208T0200,0.0
20080208T0300,0.0
20080208T0400,0.0
20080208T0500,0.0
20080208T0600,0.0
20080208T0700,0.0
20080208T0800,0.0
20080208T0900,88.11
20080208T1000,244.75
20080208T1100,363.12
20080208T1200,441.44
20080208T1300,476.15
20080208T1400,462.8
20080208T1500,401.38998
20080208T1600,294.59
20080208T1700,163.76
20080208T1800,27.59
20080208T1900,0.0
20080208T2000,0.0
20080208T2100,0.0
20080208T2200,0.0
20080208T2300,0.0
20080209T0000,0.0
20080209T0100,0.0
20080209T0200,0.0
20080209T0300,0.0
20080209T0400,0.0
20080209T0500,0.0
20080209T0600,0.0
20080209T0700,0.0
20080209T0800,0.89
20080209T0900,91.67
20080209T1000,237.62999
20080209T1100,356.88998
20080209T1200,436.99
20080209T1300,472.59
20080209T1400,458.35
20080209T1500,398.72
20080209T1600,296.37
20080209T1700,165.54
20080209T1800,27.59
20080209T1900,0.0
20080209T2000,0.0
20080209T2100,0.0
20080209T2200,0.0
20080209T2300,0.0
20080210T0000,0.0
20080210T0100,0.0
20080210T0200,0.0
20080210T0300,0.0
20080210T0400,0.0
20080210T0500,0.0
20080210T0600,0.0
20080210T0700,0.0
20080210T0800,0.89
20080210T0900,96.119995
20080210T1000,242.97
20080210T1100,363.12
20080210T1200,450.34
20080210T1300,483.27
20080210T1400,461.91
20080210T1500,408.50998
20080210T1600,312.38998
20080210T1700,182.45
20080210T1800,34.71
20080210T1900,0.0
20080210T2000,0.0
20080210T2100,0.0
20080210T2200,0.0
20080210T2300,0.0
20080211T0000,0.0
20080211T0100,0.0
20080211T0200,0.0
20080211T0300,0.0
20080211T0400,0.0
20080211T0500,0.0
20080211T0600,0.0
20080211T0700,0.0
20080211T0800,1.78
20080211T0900,87.22
20080211T1000,188.68
20080211T1100,216.26999
20080211T1200,257.21
20080211T1300,357.78
20080211T1400,461.02
20080211T1500,417.41
20080211T1600,314.16998
20080211T1700,179.78
20080211T1800,33.82
20080211T1900,0.0
20080211T2000,0.0
20080211T2100,0.0
20080211T2200,0.0
20080211T2300,0.0
20080212T0000,0.0
20080212T0100,0.0
20080212T0200,0.0
20080212T0300,0.0
20080212T0400,0.0
20080212T0500,0.0
20080212T0600,0.0
20080212T0700,0.0
20080212T0800,2.67
20080212T0900,103.24
20080212T1000,243.86
20080212T1100,369.35
20080212T1200,456.57
20080212T1300,490.38998
20080212T1400,477.93
20080212T1500,420.08
20080212T1600,321.29
20080212T1700,185.12
20080212T1800,35.6
20080212T1900,0.0
20080212T2000,0.0
20080212T2100,0.0
20080212T2200,0.0
20080212T2300,0.0
20080213T0000,0.0
20080213T0100,0.0
20080213T0200,0.0
20080213T0300,0.0
20080213T0400,0.0
20080213T0500,0.0
20080213T0600,0.0
20080213T0700,0.0
20080213T0800,3.56
20080213T0900,108.58
20080213T1000,256.32
20080213T1100,376.47
20080213T1200,458.35
20080213T1300,493.94998
20080213T1400,481.49
20080213T1500,420.97
20080213T1600,318.62
20080213T1700,185.12
20080213T1800,38.27
20080213T1900,0.0
20080213T2000,0.0
20080213T2100,0.0
20080213T2200,0.0
20080213T2300,0.0
20080214T0000,0.0
20080214T0100,0.0
20080214T0200,0.0
20080214T0300,0.0
20080214T0400,0.0
20080214T0500,0.0
20080214T0600,0.0
20080214T0700,0.0
20080214T0800,4.45
20080214T0900,115.7
20080214T1000,265.22
20080214T1100,386.25998
20080214T1200,469.03
20080214T1300,506.41
20080214T1400,493.06
20080214T1500,430.75998
20080214T1600,325.74
20080214T1700,191.34999
20080214T1800,41.829998
20080214T1900,0.0
20080214T2000,0.0
20080214T2100,0.0
20080214T2200,0.0
20080214T2300,0.0
20080215T0000,0.0
20080215T0100,0.0
20080215T0200,0.0
20080215T0300,0.0
20080215T0400,0.0
20080215T0500,0.0
20080215T0600,0.0
20080215T0700,0.0
20080215T0800,3.56
20080215T0900,92.56
20080215T1000,235.84999
20080215T1100,366.68
20080215T1200,462.8
20080215T1300,502.85
20080215T1400,491.28
20080215T1500,431.65
20080215T1600,328.41
20080215T1700,195.8
20080215T1800,45.39
20080215T1900,0.0
20080215T2000,0.0
20080215T2100,0.0
20080215T2200,0.0
20080215T2300,0.0
20080216T0000,0.0
20080216T0100,0.0
20080216T0200,0.0
20080216T0300,0.0
20080216T0400,0.0
20080216T0500,0.0
20080216T0600,0.0
20080216T0700,0.0
20080216T0800,7.12
20080216T0900,121.93
20080216T1000,283.02
20080216T1100,407.62
20080216T1200,492.16998
20080216T1300,529.55
20080216T1400,517.08997
20080216T1500,454.78998
20080216T1600,347.99
20080216T1700,210.04
20080216T1800,51.62
20080216T1900,0.0
20080216T2000,0.0
20080216T2100,0.0
20080216T2200,0.0
20080216T2300,0.0
20080217T0000,0.0
20080217T0100,0.0
20080217T0200,0.0
20080217T0300,0.0
20080217T0400,0.0
20080217T0500,0.0
20080217T0600,0.0
20080217T0700,0.0
20080217T0800,8.01
20080217T0900,132.61
20080217T1000,284.8
20080217T1100,407.62
20080217T1200,490.38998
20080217T1300,527.77
20080217T1400,515.31
20080217T1500,453.00998
20080217T1600,347.99
20080217T1700,210.93
20080217T1800,54.29
20080217T1900,0.0
20080217T2000,0.0
20080217T2100,0.0
20080217T2200,0.0
20080217T2300,0.0
20080218T0000,0.0
20080218T0100,0.0
20080218T0200,0.0
20080218T0300,0.0
20080218T0400,0.0
20080218T0500,0.0
20080218T0600,0.0
20080218T0700,0.0
20080218T0800,11.57
20080218T0900,141.51
20080218T1000,288.36
20080218T1100,412.07
20080218T1200,494.84
20080218T1300,532.22
20080218T1400,517.98
20080218T1500,456.57
20080218T1600,350.66
20080218T1700,214.48999
20080218T1800,56.96
20080218T1900,0.0
20080218T2000,0.0
20080218T2100,0.0
20080218T2200,0.0
20080218T2300,0.0
20080219T0000,0.0
20080219T0100,0.0
20080219T0200,0.0
20080219T0300,0.0
20080219T0400,0.0
20080219T0500,0.0
20080219T0600,0.0
20080219T0700,0.0
20080219T0800,10.68
20080219T0900,140.62
20080219T1000,291.03
20080219T1100,412.96
20080219T1200,495.72998
20080219T1300,531.33
20080219T1400,518.87
20080219T1500,457.46
20080219T1600,353.33
20080219T1700,218.05
20080219T1800,59.629997
20080219T1900,0.0
20080219T2000,0.0
20080219T2100,0.0
20080219T2200,0.0
20080219T2300,0.0
20080220T0000,0.0
20080220T0100,0.0
20080220T0200,0.0
20080220T0300,0.0
20080220T0400,0.0
20080220T0500,0.0
20080220T0600,0.0
20080220T0700,0.0
20080220T0800,14.24
20080220T0900,148.63
20080220T1000,286.58
20080220T1100,408.50998
20080220T1200,485.05
20080220T1300,522.43
20080220T1400,510.86
20080220T1500,453.00998
20080220T1600,339.09
20080220T1700,180.67
20080220T1800,32.04
20080220T1900,0.0
20080220T2000,0.0
20080220T2100,0.0
20080220T2200,0.0
20080220T2300,0.0
20080221T0000,0.0
20080221T0100,0.0
20080221T0200,0.0
20080221T0300,0.0
20080221T0400,0.0
20080221T0500,0.0
20080221T0600,0.0
20080221T0700,0.0
20080221T0800,6.23
20080221T0900,63.19
20080221T1000,150.41
20080221T1100,143.29
20080221T1200,310.61
20080221T1300,392.49
20080221T1400,218.05
20080221T1500,356.88998
20080221T1600,299.04
